| S.No | Skip List Time | Set Time | Closeness (%) |
| 5869 | 0.004648       | 0.004893 | 95.003381     |
| 5870 | 0.004524       | 0.004449 | 98.333662     |
| 5871 | 0.004324       | 0.004601 | 93.962764     |
| 5872 | 0.004479       | 0.004989 | 89.768348     |
| 5873 | 0.004273       | 0.004870 | 87.751349     |
| 5874 | 0.004590       | 0.004355 | 94.884833     |
| 5875 | 0.004244       | 0.004306 | 98.551466     |
| 5876 | 0.004338       | 0.004305 | 99.236865     |
| 5877 | 0.004277       | 0.004596 | 93.063206     |
| 5878 | 0.005104       | 0.004630 | 90.711046     |
| 5879 | 0.004269       | 0.004487 | 95.140976     |
| 5880 | 0.004739       | 0.004465 | 94.220938     |
| 5881 | 0.004570       | 0.004572 | 99.966379     |
| 5882 | 0.004308       | 0.004511 | 95.513154     |
| 5883 | 0.004241       | 0.004302 | 98.587637     |
| 5884 | 0.004145       | 0.004565 | 90.793151     |
| 5885 | 0.004543       | 0.005484 | 82.849031     |
| 5886 | 0.004717       | 0.004577 | 97.020621     |
| 5887 | 0.004380       | 0.004540 | 96.465280     |
| 5888 | 0.004156       | 0.004560 | 91.147039     |
| 5889 | 0.004845       | 0.004327 | 89.294832     |
| 5890 | 0.004269       | 0.005056 | 84.424348     |
| 5891 | 0.004345       | 0.004669 | 93.059371     |
| 5892 | 0.004030       | 0.004586 | 87.867454     |
| 5893 | 0.004805       | 0.004394 | 91.437553     |
| 5894 | 0.004332       | 0.004570 | 94.799340     |
| 5895 | 0.004626       | 0.004466 | 96.534096     |
| 5896 | 0.004458       | 0.004436 | 99.493728     |
| 5897 | 0.004486       | 0.004854 | 92.408036     |
| 5898 | 0.004637       | 0.004798 | 96.634194     |
| 5899 | 0.004802       | 0.004313 | 89.811219     |
| 5900 | 0.004227       | 0.005411 | 78.116552     |
| 5901 | 0.004402       | 0.004252 | 96.592441     |
| 5902 | 0.004168       | 0.004577 | 91.055468     |
| 5903 | 0.004377       | 0.004752 | 92.123292     |
| 5904 | 0.004299       | 0.004669 | 92.085786     |
| 5905 | 0.004740       | 0.004791 | 98.931293     |
| 5906 | 0.004503       | 0.004260 | 94.618861     |
| 5907 | 0.004321       | 0.004848 | 89.126153     |
| 5908 | 0.004407       | 0.004309 | 97.777380     |
| 5909 | 0.004377       | 0.004495 | 97.376891     |
| 5910 | 0.004256       | 0.005326 | 79.912861     |
| 5911 | 0.004403       | 0.005539 | 79.500472     |
| 5912 | 0.004480       | 0.004768 | 93.961698     |
| 5913 | 0.004510       | 0.004624 | 97.528018     |
| 5914 | 0.004188       | 0.005579 | 75.072264     |
| 5915 | 0.004558       | 0.004389 | 96.277493     |
| 5916 | 0.004178       | 0.004933 | 84.699823     |
| 5917 | 0.004447       | 0.004689 | 94.842024     |
| 5918 | 0.004182       | 0.004640 | 90.131396     |
| 5919 | 0.004258       | 0.004237 | 99.513897     |
| 5920 | 0.004397       | 0.004537 | 96.918715     |
| 5921 | 0.004754       | 0.005151 | 92.287634     |
| 5922 | 0.004120       | 0.004832 | 85.266767     |
| 5923 | 0.004296       | 0.004309 | 99.690608     |
| 5924 | 0.005097       | 0.004494 | 88.170519     |
| 5925 | 0.004504       | 0.004907 | 91.783060     |
| 5926 | 0.004195       | 0.004587 | 91.465283     |
| 5927 | 0.004516       | 0.004781 | 94.469658     |
| 5928 | 0.004360       | 0.004506 | 96.753600     |
| 5929 | 0.004455       | 0.004933 | 90.313468     |
| 5930 | 0.004345       | 0.004958 | 87.633727     |
| 5931 | 0.004231       | 0.004779 | 88.537018     |
| 5932 | 0.004344       | 0.004472 | 97.149360     |
| 5933 | 0.005562       | 0.004383 | 78.800401     |
| 5934 | 0.004218       | 0.004464 | 94.489375     |
| 5935 | 0.004150       | 0.004483 | 92.553466     |
| 5936 | 0.004535       | 0.004616 | 98.251694     |
| 5937 | 0.005203       | 0.004880 | 93.796131     |
| 5938 | 0.004349       | 0.004878 | 89.147416     |
| 5939 | 0.004046       | 0.004985 | 81.162268     |
| 5940 | 0.004299       | 0.004243 | 98.711335     |
| 5941 | 0.004499       | 0.004335 | 96.344191     |
| 5942 | 0.004147       | 0.005057 | 82.008725     |
| 5943 | 0.004407       | 0.004321 | 98.042132     |
| 5944 | 0.004203       | 0.004267 | 98.491504     |
| 5945 | 0.004699       | 0.004569 | 97.228679     |
| 5946 | 0.004088       | 0.004400 | 92.923618     |
| 5947 | 0.004300       | 0.004564 | 94.227620     |
| 5948 | 0.004527       | 0.004451 | 98.307929     |
| 5949 | 0.005112       | 0.004559 | 89.187968     |
| 5950 | 0.005044       | 0.004578 | 90.768217     |
| 5951 | 0.006080       | 0.005185 | 85.284062     |
| 5952 | 0.004341       | 0.004581 | 94.762967     |
| 5953 | 0.004607       | 0.004600 | 99.839118     |
| 5954 | 0.004505       | 0.004757 | 94.705676     |
| 5955 | 0.004212       | 0.004408 | 95.563077     |
| 5956 | 0.004116       | 0.004561 | 90.249098     |
| 5957 | 0.005054       | 0.004730 | 93.581082     |
| 5958 | 0.004253       | 0.004488 | 94.760768     |
| 5959 | 0.004224       | 0.004341 | 97.313101     |
| 5960 | 0.004191       | 0.004271 | 98.123353     |
| 5961 | 0.004854       | 0.004557 | 93.896950     |
| 5962 | 0.004328       | 0.004429 | 97.710498     |
| 5963 | 0.004072       | 0.004377 | 93.028886     |
| 5964 | 0.004293       | 0.005060 | 84.844343     |
| 5965 | 0.004809       | 0.005284 | 91.004064     |
| 5966 | 0.004801       | 0.004522 | 94.182622     |
| 5967 | 0.004260       | 0.004607 | 92.478980     |
| 5968 | 0.004635       | 0.004495 | 96.967713     |
| 5969 | 0.004559       | 0.004604 | 99.025396     |
| 5970 | 0.004259       | 0.004685 | 90.892931     |
| 5971 | 0.004225       | 0.004429 | 95.399610     |
| 5972 | 0.004315       | 0.004344 | 99.336925     |
| 5973 | 0.004794       | 0.004488 | 93.632516     |
| 5974 | 0.004601       | 0.004473 | 97.211299     |
| 5975 | 0.004375       | 0.004505 | 97.102979     |
| 5976 | 0.004316       | 0.004384 | 98.449040     |
| 5977 | 0.004434       | 0.004547 | 97.520581     |
| 5978 | 0.004877       | 0.004729 | 96.983366     |
| 5979 | 0.004395       | 0.004646 | 94.597045     |
| 5980 | 0.004314       | 0.004368 | 98.751749     |
| 5981 | 0.004451       | 0.004511 | 98.673152     |
| 5982 | 0.004562       | 0.004422 | 96.933379     |
| 5983 | 0.004277       | 0.004566 | 93.686580     |
| 5984 | 0.004332       | 0.004335 | 99.924663     |
| 5985 | 0.004876       | 0.004610 | 94.540040     |
| 5986 | 0.004558       | 0.004351 | 95.449628     |
| 5987 | 0.004317       | 0.004502 | 95.892815     |
| 5988 | 0.004670       | 0.004407 | 94.370560     |
| 5989 | 0.004677       | 0.004613 | 98.616363     |
| 5990 | 0.004160       | 0.004528 | 91.892403     |
| 5991 | 0.004433       | 0.004476 | 99.032884     |
| 5992 | 0.004531       | 0.004584 | 98.842096     |
| 5993 | 0.004982       | 0.005226 | 95.333354     |
| 5994 | 0.004554       | 0.004646 | 98.012932     |
| 5995 | 0.004342       | 0.004923 | 88.202551     |
| 5996 | 0.004591       | 0.004495 | 97.895301     |
| 5997 | 0.004846       | 0.004585 | 94.608093     |
| 5998 | 0.004552       | 0.004378 | 96.171259     |
| 5999 | 0.004467       | 0.004632 | 96.428851     |
| 6000 | 0.004435       | 0.004407 | 99.370830     |
| 6001 | 0.004675       | 0.004899 | 95.447029     |
| 6002 | 0.004288       | 0.004544 | 94.380576     |
| 6003 | 0.004237       | 0.004688 | 90.381568     |
| 6004 | 0.004246       | 0.004725 | 89.864417     |
| 6005 | 0.004528       | 0.004944 | 91.588434     |
| 6006 | 0.004310       | 0.004458 | 96.685980     |
| 6007 | 0.004203       | 0.004506 | 93.289793     |
| 6008 | 0.004309       | 0.004411 | 97.682185     |
| 6009 | 0.005079       | 0.004592 | 90.401504     |
| 6010 | 0.004327       | 0.004517 | 95.793650     |
| 6011 | 0.003995       | 0.004574 | 87.334225     |
| 6012 | 0.004383       | 0.004347 | 99.180286     |
| 6013 | 0.004889       | 0.004702 | 96.169986     |
| 6014 | 0.004497       | 0.004546 | 98.937259     |
| 6015 | 0.004330       | 0.004765 | 90.886734     |
| 6016 | 0.004370       | 0.005179 | 84.374479     |
| 6017 | 0.004328       | 0.004430 | 97.707782     |
| 6018 | 0.004591       | 0.004481 | 97.604659     |
| 6019 | 0.004383       | 0.004743 | 92.423779     |
| 6020 | 0.004248       | 0.004589 | 92.556404     |
| 6021 | 0.004672       | 0.004787 | 97.594251     |
| 6022 | 0.004769       | 0.004569 | 95.813105     |
| 6023 | 0.004249       | 0.004476 | 94.932205     |
| 6024 | 0.004612       | 0.004483 | 97.194850     |
| 6025 | 0.004361       | 0.004519 | 96.488277     |
| 6026 | 0.004455       | 0.004619 | 96.454123     |
| 6027 | 0.004314       | 0.004783 | 90.196757     |
| 6028 | 0.005003       | 0.004771 | 95.366283     |
| 6029 | 0.004567       | 0.004410 | 96.557224     |
| 6030 | 0.004315       | 0.004632 | 93.147648     |
| 6031 | 0.004366       | 0.004583 | 95.256919     |
| 6032 | 0.004253       | 0.004482 | 94.904657     |
| 6033 | 0.005367       | 0.004951 | 92.241770     |
| 6034 | 0.005718       | 0.005164 | 90.310365     |
| 6035 | 0.004113       | 0.005038 | 81.636186     |
| 6036 | 0.004277       | 0.004683 | 91.320298     |
| 6037 | 0.004352       | 0.004713 | 92.341325     |
| 6038 | 0.004332       | 0.004559 | 95.006968     |
| 6039 | 0.004196       | 0.004755 | 88.230022     |
| 6040 | 0.004668       | 0.004391 | 94.060005     |
| 6041 | 0.004824       | 0.004657 | 96.540865     |
| 6042 | 0.004428       | 0.004641 | 95.407943     |
| 6043 | 0.004276       | 0.004963 | 86.145946     |
| 6044 | 0.004420       | 0.004792 | 92.240135     |
| 6045 | 0.004551       | 0.004539 | 99.741379     |
| 6046 | 0.004388       | 0.004457 | 98.461817     |
| 6047 | 0.004312       | 0.004682 | 92.100988     |
| 6048 | 0.004553       | 0.004432 | 97.354820     |
| 6049 | 0.004655       | 0.004757 | 97.857679     |
| 6050 | 0.004371       | 0.004643 | 94.133571     |
| 6051 | 0.004064       | 0.004507 | 90.176925     |
| 6052 | 0.004449       | 0.004459 | 99.784174     |
| 6053 | 0.004985       | 0.004417 | 88.615332     |
| 6054 | 0.004374       | 0.005005 | 87.376268     |
| 6055 | 0.004363       | 0.004491 | 97.157074     |
| 6056 | 0.004272       | 0.004419 | 96.682015     |
| 6057 | 0.004877       | 0.004508 | 92.434574     |
| 6058 | 0.004499       | 0.004686 | 96.018718     |
| 6059 | 0.004265       | 0.004825 | 88.407734     |
| 6060 | 0.004258       | 0.004472 | 95.213610     |
| 6061 | 0.004798       | 0.004457 | 92.899302     |
| 6062 | 0.004659       | 0.004911 | 94.884288     |
| 6063 | 0.004386       | 0.004766 | 92.028341     |
| 6064 | 0.004445       | 0.004392 | 98.791286     |
| 6065 | 0.005460       | 0.004583 | 83.928944     |
| 6066 | 0.004454       | 0.004798 | 92.836179     |
| 6067 | 0.004330       | 0.004982 | 86.918149     |
| 6068 | 0.004374       | 0.004438 | 98.559906     |
| 6069 | 0.004544       | 0.004492 | 98.859902     |
| 6070 | 0.004354       | 0.004481 | 97.160989     |
| 6071 | 0.004545       | 0.004583 | 99.168341     |
| 6072 | 0.004369       | 0.004456 | 98.051628     |
| 6073 | 0.004325       | 0.004546 | 95.128996     |
| 6074 | 0.004359       | 0.004720 | 92.362350     |
| 6075 | 0.004536       | 0.004620 | 98.177618     |
| 6076 | 0.004402       | 0.004586 | 95.991954     |
| 6077 | 0.004612       | 0.004447 | 96.425688     |
| 6078 | 0.004419       | 0.004654 | 94.955615     |
| 6079 | 0.004255       | 0.004654 | 91.420805     |
| 6080 | 0.004434       | 0.004471 | 99.160961     |
| 6081 | 0.004446       | 0.004698 | 94.647954     |
| 6082 | 0.004638       | 0.004571 | 98.551056     |
| 6083 | 0.004435       | 0.004604 | 96.327330     |
| 6084 | 0.004637       | 0.004661 | 99.482398     |
| 6085 | 0.004350       | 0.004621 | 94.115744     |
| 6086 | 0.004318       | 0.004509 | 95.761497     |
| 6087 | 0.004685       | 0.004520 | 96.467598     |
| 6088 | 0.004273       | 0.004709 | 90.752475     |
| 6089 | 0.004404       | 0.006052 | 72.770341     |
| 6090 | 0.004380       | 0.004749 | 92.227261     |
| 6091 | 0.004658       | 0.004994 | 93.270756     |
| 6092 | 0.004395       | 0.004735 | 92.814165     |
| 6093 | 0.004624       | 0.004551 | 98.419933     |
| 6094 | 0.004472       | 0.004509 | 99.173260     |
| 6095 | 0.004486       | 0.004551 | 98.559512     |
| 6096 | 0.004281       | 0.004678 | 91.502496     |
| 6097 | 0.004599       | 0.004934 | 93.209747     |
| 6098 | 0.004365       | 0.004609 | 94.708935     |
| 6099 | 0.004452       | 0.004571 | 97.402539     |
| 6100 | 0.004514       | 0.004971 | 90.819997     |
| 6101 | 0.004768       | 0.005025 | 94.892069     |
| 6102 | 0.004434       | 0.004602 | 96.345824     |
| 6103 | 0.004408       | 0.004789 | 92.047320     |
| 6104 | 0.004384       | 0.004877 | 89.889320     |
| 6105 | 0.004744       | 0.004561 | 96.139490     |
| 6106 | 0.004532       | 0.004831 | 93.818838     |
| 6107 | 0.004593       | 0.004568 | 99.453299     |
| 6108 | 0.004268       | 0.004551 | 93.781104     |
| 6109 | 0.005287       | 0.004538 | 85.837880     |
| 6110 | 0.004887       | 0.004549 | 93.080075     |
| 6111 | 0.004290       | 0.004964 | 86.424065     |
| 6112 | 0.004348       | 0.004874 | 89.209826     |
| 6113 | 0.004504       | 0.004485 | 99.582233     |
| 6114 | 0.004396       | 0.004630 | 94.934714     |
| 6115 | 0.004207       | 0.005111 | 82.304229     |
| 6116 | 0.004367       | 0.004632 | 94.269648     |
| 6117 | 0.004251       | 0.005075 | 83.765821     |
| 6118 | 0.004348       | 0.004966 | 87.542122     |
| 6119 | 0.004251       | 0.004495 | 94.580742     |
| 6120 | 0.004368       | 0.004524 | 96.554879     |
| 6121 | 0.004889       | 0.004505 | 92.143597     |
| 6122 | 0.005069       | 0.004581 | 90.363569     |
| 6123 | 0.005763       | 0.004976 | 86.331727     |
| 6124 | 0.004631       | 0.004608 | 99.507698     |
| 6125 | 0.004769       | 0.005017 | 95.043713     |
| 6126 | 0.004674       | 0.004832 | 96.726703     |
| 6127 | 0.004360       | 0.004520 | 96.459714     |
| 6128 | 0.004269       | 0.004683 | 91.154421     |
| 6129 | 0.004601       | 0.005122 | 89.829799     |
| 6130 | 0.004271       | 0.004696 | 90.956385     |
| 6131 | 0.004239       | 0.004559 | 92.976134     |
| 6132 | 0.004414       | 0.004689 | 94.150142     |
| 6133 | 0.004891       | 0.004490 | 91.789637     |
| 6134 | 0.004410       | 0.004684 | 94.152941     |
| 6135 | 0.004406       | 0.004776 | 92.249095     |
| 6136 | 0.004506       | 0.004866 | 92.597192     |
| 6137 | 0.004698       | 0.004521 | 96.224644     |
| 6138 | 0.004697       | 0.004546 | 96.777354     |
| 6139 | 0.004463       | 0.004418 | 99.002810     |
| 6140 | 0.004450       | 0.004704 | 94.595007     |
| 6141 | 0.004531       | 0.004463 | 98.486178     |
| 6142 | 0.004373       | 0.004765 | 91.774446     |
| 6143 | 0.005668       | 0.004849 | 85.541670     |
| 6144 | 0.004228       | 0.004680 | 90.351169     |
| 6145 | 0.004380       | 0.004340 | 99.077947     |
| 6146 | 0.004385       | 0.004618 | 94.963859     |
| 6147 | 0.004471       | 0.004881 | 91.595221     |
| 6148 | 0.004251       | 0.004930 | 86.236022     |
| 6149 | 0.004842       | 0.004930 | 98.214156     |
| 6150 | 0.004352       | 0.004750 | 91.608031     |
| 6151 | 0.004465       | 0.004587 | 97.329412     |
| 6152 | 0.004435       | 0.004653 | 95.317011     |
| 6153 | 0.004397       | 0.004669 | 94.173267     |
| 6154 | 0.004399       | 0.004441 | 99.072074     |
| 6155 | 0.004259       | 0.004825 | 88.280121     |
| 6156 | 0.004837       | 0.004727 | 97.730727     |
| 6157 | 0.005534       | 0.004544 | 82.114266     |
| 6158 | 0.004256       | 0.004727 | 90.037430     |
| 6159 | 0.004333       | 0.004424 | 97.943910     |
| 6160 | 0.004290       | 0.004820 | 89.007526     |
| 6161 | 0.005332       | 0.004683 | 87.828393     |
| 6162 | 0.004437       | 0.004590 | 96.674812     |
| 6163 | 0.004325       | 0.004470 | 96.767406     |
| 6164 | 0.004119       | 0.004676 | 88.098289     |
| 6165 | 0.004624       | 0.005435 | 85.090388     |
| 6166 | 0.004349       | 0.004558 | 95.399478     |
| 6167 | 0.004297       | 0.004352 | 98.730570     |
| 6168 | 0.004273       | 0.004812 | 88.796503     |
| 6169 | 0.004614       | 0.004788 | 96.358954     |
| 6170 | 0.004686       | 0.004469 | 95.365325     |
| 6171 | 0.004449       | 0.005385 | 82.626303     |
| 6172 | 0.004581       | 0.004735 | 96.749229     |
| 6173 | 0.004692       | 0.004707 | 99.676225     |
| 6174 | 0.004762       | 0.004495 | 94.374633     |
| 6175 | 0.004468       | 0.004622 | 96.668358     |
| 6176 | 0.004693       | 0.004846 | 96.844655     |
| 6177 | 0.005014       | 0.004521 | 90.167424     |
| 6178 | 0.004445       | 0.004669 | 95.197121     |
| 6179 | 0.004587       | 0.004967 | 92.344226     |
| 6180 | 0.004444       | 0.004861 | 91.424556     |
| 6181 | 0.004533       | 0.004746 | 95.516347     |
| 6182 | 0.004425       | 0.004548 | 97.294075     |
| 6183 | 0.004496       | 0.004705 | 95.547994     |
| 6184 | 0.004820       | 0.004573 | 94.861441     |
| 6185 | 0.004359       | 0.004948 | 88.103982     |
| 6186 | 0.004564       | 0.005230 | 87.270323     |
| 6187 | 0.004175       | 0.004609 | 90.572055     |
| 6188 | 0.004714       | 0.004489 | 95.231321     |
| 6189 | 0.004804       | 0.004601 | 95.778351     |
| 6190 | 0.004236       | 0.005111 | 82.891195     |
| 6191 | 0.004363       | 0.005116 | 85.271697     |
| 6192 | 0.004655       | 0.004540 | 97.528260     |
| 6193 | 0.005362       | 0.004807 | 89.638132     |
| 6194 | 0.004664       | 0.004760 | 97.986404     |
| 6195 | 0.004523       | 0.004672 | 96.818048     |
| 6196 | 0.004360       | 0.004502 | 96.848975     |
| 6197 | 0.004816       | 0.004518 | 93.795810     |
| 6198 | 0.004398       | 0.004847 | 90.722625     |
| 6199 | 0.004393       | 0.004728 | 92.906513     |
| 6200 | 0.004169       | 0.004512 | 92.396576     |
| 6201 | 0.004557       | 0.004961 | 91.846777     |
| 6202 | 0.005538       | 0.004745 | 85.677706     |
| 6203 | 0.004714       | 0.005066 | 93.044536     |
| 6204 | 0.004391       | 0.004697 | 93.471617     |
| 6205 | 0.004243       | 0.004649 | 91.255748     |
| 6206 | 0.005048       | 0.004577 | 90.675738     |
| 6207 | 0.004383       | 0.004658 | 94.105769     |
| 6208 | 0.004495       | 0.004771 | 94.207973     |
| 6209 | 0.004460       | 0.004628 | 96.381732     |
| 6210 | 0.004387       | 0.004527 | 96.887783     |
| 6211 | 0.004347       | 0.004512 | 96.345843     |
| 6212 | 0.005383       | 0.004992 | 92.739938     |
| 6213 | 0.004226       | 0.004902 | 86.219273     |
| 6214 | 0.004430       | 0.004438 | 99.817496     |
| 6215 | 0.004686       | 0.004664 | 99.526416     |
| 6216 | 0.004530       | 0.004647 | 97.480066     |
| 6217 | 0.004552       | 0.004773 | 95.375975     |
| 6218 | 0.004227       | 0.004633 | 91.233854     |
| 6219 | 0.004316       | 0.004625 | 93.331485     |
| 6220 | 0.004509       | 0.004822 | 93.504473     |
| 6221 | 0.004952       | 0.004896 | 98.852439     |
| 6222 | 0.004537       | 0.004432 | 97.693075     |
| 6223 | 0.004531       | 0.004582 | 98.886618     |
| 6224 | 0.004632       | 0.004693 | 98.702904     |
| 6225 | 0.005060       | 0.004405 | 87.055420     |
| 6226 | 0.004451       | 0.004794 | 92.839210     |
| 6227 | 0.004546       | 0.004867 | 93.393069     |
| 6228 | 0.004398       | 0.004873 | 90.246695     |
| 6229 | 0.004690       | 0.004364 | 93.046053     |
| 6230 | 0.004547       | 0.004430 | 97.444186     |
| 6231 | 0.004489       | 0.004540 | 98.863876     |
| 6232 | 0.004581       | 0.004819 | 95.063434     |
| 6233 | 0.004673       | 0.004845 | 96.448456     |
| 6234 | 0.004386       | 0.004490 | 97.681571     |
| 6235 | 0.004301       | 0.005656 | 76.045909     |
| 6236 | 0.004489       | 0.004851 | 92.534831     |
| 6237 | 0.004535       | 0.004538 | 99.938450     |
| 6238 | 0.004394       | 0.004750 | 92.510210     |
| 6239 | 0.004749       | 0.004774 | 99.459802     |
| 6240 | 0.004476       | 0.004519 | 99.059648     |
| 6241 | 0.004759       | 0.004705 | 98.864707     |
| 6242 | 0.004358       | 0.004759 | 91.570496     |
| 6243 | 0.004494       | 0.004843 | 92.779938     |
| 6244 | 0.004585       | 0.004549 | 99.221938     |
| 6245 | 0.005125       | 0.004658 | 90.881828     |
| 6246 | 0.004563       | 0.004603 | 99.124351     |
| 6247 | 0.004420       | 0.004651 | 95.027083     |
| 6248 | 0.004471       | 0.004593 | 97.339607     |
| 6249 | 0.004565       | 0.005213 | 87.565540     |
| 6250 | 0.004504       | 0.004727 | 95.281506     |
| 6251 | 0.004336       | 0.004694 | 92.373424     |
| 6252 | 0.005072       | 0.004850 | 95.630922     |
| 6253 | 0.004425       | 0.004820 | 91.787031     |
| 6254 | 0.004449       | 0.004870 | 91.351447     |
| 6255 | 0.004257       | 0.004731 | 89.981033     |
| 6256 | 0.004844       | 0.004773 | 98.535141     |
| 6257 | 0.004676       | 0.004546 | 97.212431     |
| 6258 | 0.004480       | 0.004793 | 93.475652     |
| 6259 | 0.004467       | 0.004776 | 93.539428     |
| 6260 | 0.004395       | 0.004615 | 95.221504     |
| 6261 | 0.004423       | 0.004680 | 94.508636     |
| 6262 | 0.004293       | 0.004584 | 93.636235     |
| 6263 | 0.004433       | 0.005065 | 87.538283     |
| 6264 | 0.004304       | 0.004675 | 92.071603     |
| 6265 | 0.004563       | 0.004671 | 97.683775     |
| 6266 | 0.004352       | 0.004641 | 93.770287     |
| 6267 | 0.004561       | 0.005136 | 88.799492     |
| 6268 | 0.004401       | 0.004560 | 96.513167     |
| 6269 | 0.004548       | 0.004645 | 97.905262     |
| 6270 | 0.004424       | 0.004965 | 89.103030     |
| 6271 | 0.004364       | 0.004510 | 96.757326     |
| 6272 | 0.004562       | 0.004684 | 97.394552     |
| 6273 | 0.004721       | 0.004549 | 96.337383     |
| 6274 | 0.004785       | 0.005120 | 93.454918     |
| 6275 | 0.004447       | 0.004755 | 93.528860     |
| 6276 | 0.004295       | 0.004648 | 92.391687     |
| 6277 | 0.004732       | 0.004864 | 97.274505     |
| 6278 | 0.004288       | 0.004676 | 91.701497     |
| 6279 | 0.004389       | 0.004613 | 95.146661     |
| 6280 | 0.004539       | 0.004863 | 93.326903     |
| 6281 | 0.004693       | 0.004975 | 94.331175     |
| 6282 | 0.004804       | 0.004805 | 99.984579     |
| 6283 | 0.004368       | 0.005009 | 87.200487     |
| 6284 | 0.004866       | 0.004608 | 94.707301     |
| 6285 | 0.004421       | 0.004558 | 96.986202     |
| 6286 | 0.004641       | 0.004799 | 96.711753     |
| 6287 | 0.004650       | 0.005074 | 91.644572     |
| 6288 | 0.004974       | 0.004742 | 95.331357     |
| 6289 | 0.004277       | 0.004638 | 92.220272     |
| 6290 | 0.004876       | 0.004703 | 96.441495     |
| 6291 | 0.004375       | 0.004712 | 92.845943     |
| 6292 | 0.004533       | 0.004855 | 93.367703     |
| 6293 | 0.005836       | 0.004697 | 80.479703     |
| 6294 | 0.004528       | 0.004511 | 99.621614     |
| 6295 | 0.004599       | 0.004761 | 96.602210     |
| 6296 | 0.004642       | 0.004947 | 93.822830     |
| 6297 | 0.004281       | 0.004876 | 87.794997     |
| 6298 | 0.004423       | 0.004600 | 96.153431     |
| 6299 | 0.004249       | 0.004585 | 92.675951     |
| 6300 | 0.004470       | 0.004492 | 99.523714     |
| 6301 | 0.004251       | 0.004643 | 91.544742     |
| 6302 | 0.004973       | 0.005459 | 91.091139     |
| 6303 | 0.005094       | 0.004813 | 94.473688     |
| 6304 | 0.004435       | 0.005032 | 88.128299     |
| 6305 | 0.004544       | 0.004810 | 94.480650     |
| 6306 | 0.004311       | 0.004755 | 90.650804     |
| 6307 | 0.004383       | 0.004581 | 95.687249     |
| 6308 | 0.004565       | 0.004586 | 99.554043     |
| 6309 | 0.004677       | 0.004641 | 99.217814     |
| 6310 | 0.004933       | 0.004799 | 97.277133     |
| 6311 | 0.004462       | 0.004792 | 93.121527     |
| 6312 | 0.004711       | 0.004953 | 95.109873     |
| 6313 | 0.004827       | 0.004534 | 93.940010     |
| 6314 | 0.004313       | 0.004807 | 89.727032     |
| 6315 | 0.004493       | 0.004703 | 95.522764     |
| 6316 | 0.004570       | 0.004746 | 96.288759     |
| 6317 | 0.004397       | 0.004856 | 90.550783     |
| 6318 | 0.004469       | 0.004661 | 95.866720     |
| 6319 | 0.004598       | 0.004490 | 97.650776     |
| 6320 | 0.004510       | 0.004636 | 97.275008     |
| 6321 | 0.004415       | 0.004695 | 94.039394     |
| 6322 | 0.004250       | 0.005034 | 84.428608     |
| 6323 | 0.004521       | 0.004445 | 98.313098     |
| 6324 | 0.004419       | 0.004532 | 97.492763     |
| 6325 | 0.004601       | 0.004560 | 99.105356     |
| 6326 | 0.004288       | 0.005085 | 84.312907     |
| 6327 | 0.004288       | 0.004908 | 87.371125     |
| 6328 | 0.004356       | 0.004568 | 95.356510     |
| 6329 | 0.005073       | 0.004719 | 93.017159     |
| 6330 | 0.004612       | 0.004697 | 98.187922     |
| 6331 | 0.004256       | 0.004994 | 85.226800     |
| 6332 | 0.004300       | 0.004855 | 88.575157     |
| 6333 | 0.005137       | 0.004583 | 89.208819     |
| 6334 | 0.004527       | 0.004781 | 94.679284     |
| 6335 | 0.004416       | 0.004765 | 92.682948     |
| 6336 | 0.004367       | 0.004990 | 87.513955     |
| 6337 | 0.004521       | 0.005289 | 85.487572     |
| 6338 | 0.004473       | 0.004484 | 99.741191     |
| 6339 | 0.004938       | 0.004592 | 92.998782     |
| 6340 | 0.004521       | 0.005051 | 89.513432     |
| 6341 | 0.004919       | 0.005801 | 84.796107     |
| 6342 | 0.004394       | 0.005048 | 87.035485     |
| 6343 | 0.004658       | 0.004847 | 96.082822     |
| 6344 | 0.004984       | 0.004961 | 99.541078     |
| 6345 | 0.004878       | 0.005001 | 97.539137     |
| 6346 | 0.004937       | 0.005127 | 96.296519     |
| 6347 | 0.004781       | 0.004970 | 96.189214     |
| 6348 | 0.004414       | 0.004926 | 89.608767     |
| 6349 | 0.004301       | 0.005304 | 81.095780     |
| 6350 | 0.004579       | 0.004559 | 99.561329     |
| 6351 | 0.004443       | 0.004770 | 93.146106     |
| 6352 | 0.004978       | 0.004782 | 96.056823     |
| 6353 | 0.004773       | 0.004819 | 99.045637     |
| 6354 | 0.004622       | 0.005212 | 88.664593     |
| 6355 | 0.005008       | 0.005447 | 91.941695     |
| 6356 | 0.005564       | 0.005410 | 97.247162     |
| 6357 | 0.004921       | 0.005150 | 95.558574     |
| 6358 | 0.004891       | 0.005366 | 91.154198     |
| 6359 | 0.004919       | 0.005090 | 96.652127     |
| 6360 | 0.005030       | 0.005069 | 99.231837     |
| 6361 | 0.004815       | 0.005256 | 91.618722     |
| 6362 | 0.005700       | 0.005366 | 94.128865     |
| 6363 | 0.005067       | 0.004703 | 92.817737     |
| 6364 | 0.004502       | 0.005055 | 89.069375     |
| 6365 | 0.005425       | 0.004883 | 90.001198     |
| 6366 | 0.005008       | 0.004796 | 95.772068     |
| 6367 | 0.005550       | 0.004851 | 87.411021     |
